,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,Sentiment
1894,US,33951587,R3GQATCHMRFJYJ,B004Y3C9J4,765789095,"Avanti 1.7 Cu. Ft. Superconductor Compact Refrigerator, Black",Major Appliances,5,0,0,N,Y,Great little fridge!,"The little refrigerator is quiet and cools satisfactorily at medium setting. Since I have very little space on my sailboat, I keep in the forward cabin next to my bed, so being whisper-quiet is its best feature.",8/16/15,POSITIVE
1895,US,41457211,R1KRTPKHWEYR37,B00SNKU7VQ,197365398,Whirlpool W10295370A Compatible Water Filter - Refrigerator,Major Appliances,1,2,3,N,Y,I install this filter on kenmore refergerator repacing oe part ...,I install this filter on kenmore refergerator repacing oe part # 46-9930 two days later the filter pop out by itself. Comparing the two filter the waterfall filter locking tap is a bit smaller.,8/16/15,NEUTRAL
1896,US,47728800,RRFOZD5NNZA6V,B00SNLLYXK,83930072,GE MSWF Compatible Water Filter - Refrigerator,Major Appliances,1,0,1,N,Y,don't spend the money,"Don't use this filter MWSF, does not work on GE refrigerator. Out the money and now need to purchase the GE MODAL. What a waste!",8/16/15,NEGATIVE
1897,US,14012059,R2J05K6518Y3NZ,B00F2E62AG,16187192,Samsung DW80F600 Top Control Dishwasher with Stainless Steel Tub,Major Appliances,1,1,1,N,N,Doesn't Work!,"Awful dishwasher. This dishwasher came with the home we bought. It is about 1.5 years old. The dishes are never dry. Sometimes, there is water still sitting in it. The latest thing is the two lights on the left blink simultaneously and it won't do anything.  Now, I know why the sellers left it. It is a piece of junk. I think we will be going out and buying a dishwasher. We had to replace every other appliance in this house. No more samsung for us!",8/16/15,NEGATIVE
1898,US,24973094,RFP4OZU26P8YF,B006L8PYQU,791266359,DishDrawer Series DD24DCX7 24&quot; Semi Integrated Double Drawer Dishwasher with 14 Place Settings 9 Wash Cycles Adjustable Racks Delay Start Eco Option Energy Star Approved in Stainless,Major Appliances,5,0,2,N,Y,Amazon does a great job!,Very quiet.  Works good.  The Real Kitchen Aid worked for 25 years.,8/16/15,POSITIVE
1899,US,1240532,R1ENS4P1MW0RDR,B00JXQ4TI6,888160684,"Midea WHS-121LSS1 Compact Single Reversible Door Refrigerator and Freezer, 3.3 Cubic Feet, Stainless Steel",Major Appliances,3,1,1,N,Y,Three Stars,Beautiful refrigerator,8/16/15,POSITIVE
1900,US,882892,R2PPAJHZHH6ZUZ,B009HB2RKY,971479950,Whirlpool In-Line Ultra-Ease Plus Refrigerator Water Filter Item# 56867 Model# WHKF-IMPLUS UPC#6928448338339,Major Appliances,5,0,2,N,Y,delivery and product went well. I do not mind ...,delivery and product went well. I do not mind providing feedback if there is something that needs changing but time is too important to spend this long on EVERY item we purchase. please give us a break here,8/16/15,POSITIVE
1901,US,47740379,R24Y91SWGROYJR,B000AMCG3M,968591781,Avanti EWC12 12 Bottle Wine Refrigerator,Major Appliances,4,1,1,N,Y,Four Stars,"Nice, compact wine fridge. Bought mine 9 years ago and it still looks good and works well.",8/16/15,POSITIVE
1902,US,35145837,R63V826APAV07,B005DN6GUC,122715341,"Frigidaire FGGF3054M 30"" Freestanding Gas Range with Quick Preheat and True Convection,",Major Appliances,5,1,1,N,Y,I love this range,"I've now had this range installed for a month. I love this range.  It not only looks great but also does exactly what it claims.  The quick boil burners do exactly that.  Boil water FAST.  The other item that I was a bit skeptical about was the claim that it can heat up the oven in 6 minutes to any temp.  So I set it to 400, hit start and timid it.  I timid to to take 6min and 10 sec.  That is really fast.  Since I cook or my wife bakes almost everyday these features are essential for us and they have not disappointed in the slightest.<br /><br />I bought this range to replace a glass top electric range. I have not regretted it for a single moment.",8/16/15,POSITIVE
1903,US,32205898,RQOXM73JDEAHF,B00J5CA1T4,929490307,(4-Pack) - GE RPWF Compatible Refrigerator Water and Ice Filter by Zuma Filters,Major Appliances,5,0,0,N,Y,Awesome Filter,Great replacement filter for GE cafe refrigerators. Half the price of purchasing from GE directly. Save the money!,8/16/15,POSITIVE
1904,US,528183,R6IJT1LT8Q0UZ,B004MX8XO6,451436203,SPT Countertop Dishwasher,Major Appliances,5,0,0,N,Y,I LOVE IT.,I haven't stopped using this little dishwasher from the time it showed up on my door step tell this day. I LOVE IT.,8/16/15,POSITIVE
1905,US,14433734,R11X4JXGCJLB8C,B007PKOMWU,294467812,Danby  Freestanding Wine Cooler,Major Appliances,1,0,0,N,N,If you like keeping your wine at the same temperature as the room.,It never kept the wine at anything below what ever the room's temperature was. After about 2 months I smelled a very distinct smell coming from the room it was in. It was also making no noise and was keeping my wine at almost 80'F. Just an absolute piece of junk and now I have to deal with the warranty of the fridge. I don't want another one of these. Avoid at all costs.,8/16/15,NEGATIVE
1906,US,28200593,RIBBNDFQ9P3IJ,B00MFYONIY,210381684,".OnePurify MWF Water Filter Replacement Cartridge for Kenmore, GE, Aqua Fresh, Swift Green, Water Sentinel, Brita, Hotpoint",Major Appliances,1,0,0,N,N,One Star,NFG. Made in China. This filter is not recognized by the GE refrigerator reset button.,8/16/15,NEGATIVE
1907,US,19438554,R1RPH339IO6WY7,B0017Y3GGI,425600013,"NewAir AI-100R 28-Pound Portable Icemaker, Red",Major Appliances,5,0,0,N,Y,Buy this ice machine!!!!,"This is absolutely one of the BEST purchases I have ever bought. .I was tired of buying expensive bagged ice, so I thought maybe they make a machine for making cubed ice. We live in the country with well water and have no ice maker in the refrigerator, so I buy bottled water for ice maker.  Received 6/10/15 and have no problems (I think mainly because of bottled water).Takes a couple of hours for it to cool down and start shooting out cubes. If I know we will have lots of company, I try to start machine the day before to insure plenty of ice. Don't be concerned, buy this machine..",8/16/15,POSITIVE
1908,US,17060286,R25SPYO2IVGG63,B000UW20OM,539049610,Broan 412402 ADA Capable Non-Ducted Under-Cabinet Range Hood,Major Appliances,5,1,1,N,Y,"awesome unit, amazing price","Standard range hood, easy to install, not too quiet, but you get what you pay for, looks nice and works great",8/16/15,POSITIVE
1909,US,31910762,R362RGTABZEGO8,B0098MFCDG,745153901,Delonghi Cooker Deep Fat Fryer Filter 5525102200,Major Appliances,4,0,0,N,Y,Four Stars,Needed for our fryer,8/16/15,NEUTRAL
1910,US,22850222,RZAXR5YM8XT47,B00MM1R0MQ,836383881,LG LT600P and 5231JA2006A Compatible Water Filter - Refrigerator,Major Appliances,5,1,1,N,Y,So glad to be able to get a filter for my ...,So glad to be able to get a filter for my refrigerator at such a good price! I was terrible about changing it on a regular basis because I don't use the water from our fridge that often and filters were almost $100. This is a great find. Maybe I will stay on top of it now! Thanks!,8/16/15,POSITIVE
1911,US,43919579,RJHUR0F3G6WA8,B002MPLYEW,183067183,"Danby 120 Can Beverage Center, Stainless Steel DBC120BLS",Major Appliances,3,0,0,N,Y,I've used this for 5 months now and while the ...,"I've used this for 5 months now and while the fan is a little noisy at first I got used to it and really don't notice it as much anymore.  Yes, it does a decent job cooling cans/bottles.  However, the spacing of the wire on the racks/shelves causes the beverages to tip and fall...a real pain in the neck.  If you have the patience to deal with this or want to rig a fix, go for it.  I 'd say the fridge is just &#34;OK&#34;.",8/16/15,MIXED
1912,US,31427043,R3KCDZFLZ86IW2,B000KKO4ZM,598262608,Duct Aluminum Periscope 0-18in,Major Appliances,5,0,0,N,Y,Awesome,Worked great and did just as they promised,8/16/15,POSITIVE
1913,US,23232740,R1SIVYPM89R2FF,B00PU66G0W,739505920,PsmGoods Mini USB Powered Fridge for Beverage Drink Cans in Cubicle and Home office,Major Appliances,4,0,0,N,Y,shipping was fine. product doesn't really keep anything,shipping was fine.  product doesn't really keep anything cool,8/16/15,POSITIVE
1914,US,23874756,R2ETBF70CTRI7,B00JGTXIAK,671592919,"Tier1 Whirlpool 4396701, EDR6D1, Kenmore 9915, 46-9915, NL120V, 4396702 Replacement Fridge Filter",Major Appliances,2,0,0,N,Y,It fit just fine. However every member of my family has commented ...,"Have been using one a Tier 1 filter for 3 weeks.  It fit just fine.  However every member of my family has commented the the water doesn't taste as good with this filter.  We had previously used Whirlpool brand filters.  While it's much less expensive, I probably wouldn't buy these again.",8/16/15,MIXED
1915,US,23671875,R3QTQNQ7E4O4MC,B00133RW4A,780170217,Bosch : TKN68E75UC Benvenuto Built-In Coffee System with Variable Brewing Syste,Major Appliances,4,1,2,N,N,Beautiful coffee machine,"Beautiful coffee machine, does require filling water frequently as well as emptying grinds and water in tray. Trying to find filter for replacement a bit difficult. Only have had this machine for less then a year, as for now still enjoy my coffee. Customer service does lack.!!!",8/16/15,MIXED
1916,US,52331904,R2SIN28UCLU4T8,B008SD4QU6,394270423,LG / Goldstar Microwave Glass Turntable Tray / Plate 12 3/4 Inch,Major Appliances,5,0,0,N,Y,Easy purchase!,Arrived as announced and fit,8/16/15,POSITIVE
1917,US,15390984,R14NJTJ6VP8961,B002MPLYEW,183067183,"Danby 120 Can Beverage Center, Stainless Steel DBC120BLS",Major Appliances,5,0,0,N,Y,Five Stars,nice size beverage fridge; my only comment is that you have to double check the door closes properly,8/16/15,POSITIVE
1918,US,46882909,R1618ASPRFDVLS,B00DNGWOIY,268366739,Whirlpool Gas Range Oven Stove Ignitor Igniter 7432P143-60,Major Appliances,5,0,0,N,Y,Five Stars,A+,8/16/15,POSITIVE
1919,US,39769135,R2SBPYKKX4SCKZ,B002ROS27U,461806580,Whynter UIM-155 Stainless Steel Built-In Ice Maker,Major Appliances,5,5,5,N,Y,toss out the first few batches until your ice is clear as is recommended in the instructions,"We've used this at our club house for a month now, no problems so far.  Installation was a breeze.  On initial use, toss out the first few batches until your ice is clear as is recommended in the instructions.  Ice does not stick together, even after sitting for several days.",8/16/15,POSITIVE
1920,US,43849113,R2UG1KKM0YYMJ4,B00LH13UGM,40349156,LG LMXS30776S 30.0 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,Major Appliances,5,10,12,N,N,I have owned mine for a year now.,"This is the best fridge I've ever owned.  The door in door is amazingly handy for milk and drinks, and with a family of six I don't have to worry about it being shoved in the back.  EVERYTHING is removable, making getting it really clean is a huge help when spills often happen daily.  We shop in bulk, obviously, and the double freezer doors are amazing.  I have bad fibro, so bending over is rough.  I keep all my handy freezer items in the top drawer, and the bottom holds pounds and pounds of frozen fruit and veggies.<br /><br />We had two refrigerators when we replaced one, and this holds everything the previous two do, allowing us to disconnect one except for large party planning.  That is a LOT for a family of six that only shops twice a week and eats a lot of fresh and frozen vegetables.  The bottom drawer in the fridge is perfect for store cold cuts and other quick lunch foods.<br /><br />I couldn't recommend this more!",8/16/15,POSITIVE
1921,US,1540813,R276O5AQGL00OF,B004XQHBHC,163347535,"Samsung RF4289 28 Cubic Foot French Door Refrigerator with 4 Doors, Integrated Water & Ice, and,",Major Appliances,1,5,5,N,N,SAMSUNG APPLIANCES ARE JUNK!!!,"Samsung builds JUNK!  Period.  I bought two appliances from Samsung.<br />This very expensive refrigerator which constantly buzzes so loud that it can be heard over my TV and a Convection Electric Range.<br />The stainless steel finish on both appliances are impossible to keep clean.  They can barely be touched without showing fingerprints.<br />In addition, both appliance arrived damaged; but this was impossible to see until after the boxes were opened.  The refrigerator has a base ball size dent on the right side and the range top arrived badly scratch. Samsung solely blamed the damage on the shipper, the shipper blamed it on Samsung.  Since the shipping boxes had no indication of any kind of breach or rough handling (in which case I would have refused delivery) I can come to no other conclusion other than Samsung being the culprit.<br />After having made a number of lengthy and fruitless phone calls I finally broke down and wrote them, only to be told again that this is not their responsibility.  Since I am a business owner and am very busy, I finally concluded I will simply have to live with it for now.<br />Samsung has one of the very WORST customer service department on the planet.<br />This is DEFINITELY the worst expenditure of $5,000.00 I have ever made.",8/16/15,NEGATIVE
1922,US,43814906,RXJ3MI6IS767Q,B003O4FR2A,827226769,Samsung RF267AERS 26 cu. Ft. French Door Refrigerator - Stainless Steel,Major Appliances,1,3,3,N,N,Faulty Design in Samsung defrost mechanisms and no support from Samsung,"Excellent refrigerator looks and features. Unfortunately there is a SEVERE DESIGN FLAW in Samsung refrigerators. After owning and really enjoying after 4 years, we heard a loud grinding noise from the fan in the back of the refrigerator. Strangely, we noticed the Ice bucket was stuck too? So I googled the problem and found several folks had the same issues after owning from 1 year to several years down the road. The defroster section in the back of the refrigerator does not work properly and the fan motor and coils load up with ice. Ice also builds up in the ice bucket release and you cannot release the latch. You have to empty the refrigerator and thaw out all the ice. Unfortunately this is only a temporary fix since it continues. My heater element was fine, temp sensor fine, ice just keeps building up in the top section and plugs the fan. There was a class action law suit on this but Samsung refuses to help folks resolve their design flaw. I see mine has a heater to drain element added in the design from the earlier models, but that only helps with the lower half of the coils. Sad to spend so much on a fine looking fridge to have it be a lemon and not be supported by Samsung even though they know they have a bad design.<br /><br />Also, the spring for the door flap broke which seals the 2 French doors. It was cheap to fix, but Samsung used poor quality metal in the spring and it's a cheapo design that is not robust. So plan on fixing the door flap after about 2-3 years.<br /><br />I really want to like this refrigerator since the features are nice and it's a good layout. I like the LED. Most early reviews are favorable since they haven't had the defrost fail yet. So I thought I check in after 4 years and warn folks. Google this problem and you'll see. Samsung continues to use this faulty design as far as I can see, so BUYER BEWARE.<br /><br />I will not be buying any more Samsung devices. No more phone will be Apple after the S3 is done, no more Ovens, no more TVs, Samsung is a real fail.",8/16/15,NEGATIVE
1923,US,42791577,R1C4PPRI8592NK,B007UD2GJ8,871235945,"AKDY 36"" Wall Mount Stainless Steel Glass Range Hood Touch Panel Control Baffle Filter",Major Appliances,5,0,0,N,Y,It's a great looking range hood,It's a great looking range hood.  BUT the vent on top is not as pictured.  Kept it anyway works great,8/16/15,MIXED
1924,US,1766426,R12L3J3AVFN8R3,B00OTYK3O6,617625937,EasyGo Washer Mobile Hand Powered Washing Machine,Major Appliances,5,0,0,N,Y,it works great.,it works great.,8/16/15,POSITIVE
1925,US,13639877,R1XR0F78Q7E6UV,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,1,1,N,Y,Five Stars,"easy to install, works well",8/16/15,POSITIVE
1926,US,31006200,R3ILJ9M71A26IF,B00XYVE4B8,665261008,ARKSEN Portable Mini Washing Machine 8 - 9LBS Dorm Camping RV Compact Laundry Washer,Major Appliances,3,1,1,N,Y,OK,"Washer does a fairly good job, but the spinner is useless. If you don't mind wringing all your clothes out, this is the washer for you.",8/16/15,MIXED
1927,US,30636895,RZSGR0QZQ8TUV,B00K1LRDXK,660631122,"OnePurify MWF Water Filter Replacement Cartridge for Kenmore, GE, Aqua Fresh, Swift Green, Water Sentinel, Brita, Hotpoint",Major Appliances,5,0,0,N,Y,Fits my GE side by side,"Wonderful product, fits my fridge and saves me money!",8/16/15,POSITIVE
1928,US,4174518,R71AAQ9I7O1YJ,B0058ENV2W,673085264,Midea White/Black/Stainless Steel Compact Refrigerator Mini Fridge 1.7 CF/ 2.4 CF/ 3.1 CF,Major Appliances,5,0,0,N,Y,Using on a covered porch. Work well even with ...,Using on a covered porch.  Work well even with temperatures over 100 degrees.  Based on previous reviews I was not surprised when it was delivered and the box was falling apart.  I let it sit unplugged for 2 days and it has been working  for over 30 days with no problems.,8/16/15,POSITIVE
1929,US,24030126,R24C9I3JSZCWUU,B000LDDEJK,30875138,Aqua Pure AP117 Cuno Replacement Cartridge For Drinking Water system filters. Sold in Pairs.,Major Appliances,4,0,0,N,Y,Aqua Pure AP117,So far so good.,8/16/15,POSITIVE
1930,US,40060365,R2PU0N8DMGBF6Z,B00BAUPS9M,264623657,"Stainless Steel Paint? NO! Appliance BRUSHED Stainless Steel Nickel Film 36"" X 144"" Adhesive Film This Smudge Proof, Peel and Stick",Major Appliances,5,0,1,N,Y,Love this product we put it on our rv refrigerator ...,Love this product  we put it on our rv refrigerator  nowcit matches the microwave. Looks great,8/16/15,POSITIVE
1931,US,24072285,R3USZYZ401UVZC,B00MVVI1B6,732029374,"Midea WHS-87LB1 Compact Single Reversible Door Refrigerator and Freezer, 2.4 Cubic Feet, Black",Major Appliances,4,0,0,N,Y,Works fine. Has dents.,"It came in with a couple of dents in it. I thought I was buying brand new. It works fine, though, and was a good deal",8/16/15,POSITIVE
1932,US,11634529,RYDZK29406E81,B00PGFGVB6,880148567,EasyGoDryer - Portable Electric Air Drying Clothes Dryer,Major Appliances,3,0,0,N,Y,This is product is ideal for a single person and ...,"This is product is ideal for a single person and if you have a small place, because you can fold it and put it away when you're done using it.",8/16/15,POSITIVE
1933,US,40272060,R3KKB0DD3T59OG,B004MX8XO6,451436203,SPT Countertop Dishwasher,Major Appliances,4,1,1,N,Y,Good Little Dishwasher!,"Have had this dishwasher about a month. It does a nice job washing the dishes. I use the shorter wash cycle. The regular cycle goes for 80 minutes and that is not necessary to clean dishes. It holds about two days of dishes for two people and maybe three days for one person, unless you cook a lot and use a lot of dishes. I am happy with it.",8/16/15,POSITIVE
1934,US,10904432,R2Q2LYDZI1Z3WI,B00L1JT4YM,839318065,Samsung DA29-00020B Compatible Water Filter - Refrigerator,Major Appliances,5,1,1,N,Y,Its a filter,It filtered my water,8/16/15,POSITIVE
1935,US,50573860,RRI5XT1UHYPX3,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,1,1,N,Y,Five Stars,Quick deliver and water taste better than tap water.,8/16/15,POSITIVE
1936,US,45798437,R2R8JFDJ3H2CK5,B00MO6V9CQ,960251524,Danby products,Major Appliances,5,0,0,N,Y,Five Stars,"Excellent mini-fridge, roomy, has convenient & efficient place for cans/bottles.",8/16/15,POSITIVE
1937,US,45029200,R17QO0WFMSSCH2,B00EC452R6,345562728,Supco SET184 Thermal Cutoff Kit,Major Appliances,5,0,0,N,Y,these are a good replacement for the old ones,"Fixed my Kenmore Elite Dryer, these are a good replacement for the old ones, very fast shipping and packaged well. Now I can use the money I saved to fix something else, O the Joy",8/16/15,POSITIVE
1938,US,23165047,R1BDJBVOT7CT9I,B00J8NH71A,38482738,12v 6w Light Bulb Ge Fridge Water/ice Compartment,Major Appliances,3,0,0,N,Y,Three Stars,Work's great oem fit.,8/16/15,POSITIVE
1939,US,48905658,R1YMNMBXI2BA1J,B002QSXK60,811766671,Best Hand Clothes Wringer,Major Appliances,5,2,3,N,Y,Five Stars,"we take it camping with us, made a bracket to clamp to table and wash and wringe out clothes.",8/16/15,NEUTRAL
1940,US,15968060,R3J2EWZ1M4M2OM,B003GF51LY,404099181,"Haier HNSE04BB 4.0 Cubic Feet Refrigerator/Freezer, Black",Major Appliances,2,0,0,N,Y,Faulty door molding,I bought this refrigerator for my son to take to college.  When we got up to school and unpacked it we noticed that the rubber molding around the door prevented the door from properly sealing.  The molding was crushed or not correctly applied to the unit.  If you purchase this product check to make sure your unit doesn't have this issue.  I wish I had checked.,8/16/15,NEGATIVE
1941,US,4885394,R1INNZUTQOY5SC,B00MRGKZEQ,412885543,PS334641 - WASHER CLUTCH KIT ( INCLUDES COUPLER AND AGITATOR DOGS),Major Appliances,5,0,0,N,Y,So glad I was able to fix my washer myself with ...,So glad I was able to fix my washer myself with this part and YouTube. Saved me lots of money!,8/16/15,POSITIVE
1942,US,11955952,R30AYU6LZ6TIAN,B00LSF463S,642343784,300Mbps Wireless Wifi Repeater 802.11N Network Router Range Expander Extender with integrated Antennas RJ45 port,Major Appliances,5,0,1,N,Y,Five Stars,Works like a champ! Actually out powers my base router....you cannot do any better price or performance wise!!,8/16/15,POSITIVE
1943,US,881283,R2WPOPKTX4WUKT,B00AV9P4AG,866445695,"WR51X442 Refrigerator Defrost Heater Kit REPAIR PART FOR GE, AMANA, HOTPOINT, KENMORE AND MORE",Major Appliances,5,0,1,N,Y,very pleased. Highly recommend,Fast Delivery! Item description was spot on .very pleased. Highly recommend! Thanks!,8/16/15,POSITIVE
1944,US,42358702,R1LRAK4WM5PP1M,B004FN4LKS,979233689,"Whirlpool Gold GU3200XTXY Fully Integrated Dishwasher, Silent Operation, Monochromatic Stainless St",Major Appliances,1,0,0,N,N,Junk Junk junk worst buy ever stay away from Whirlpool.,"We have had it for two and a half years now and it‚Äôs been nothing but problem after problem. First the handle on the silverware bin fell off within three months, no big deal right? Then a month after that the buttons on the touch panel start falling off. First the power button then the stop button and then the sanitize button. Ok so the finishes are junk at least it still works right? Well 8 months into it we had to replace the drain pump as it had cracked and was leaking when it would drain. Then a few months after that we had to replace the food chopping blade as a blade had broken thus causing more damage. A little while after that it starts making loud grinding noises again we have to replace parts. This has caused so much pain and the cost of ownership has made it we should have bought a $1200 dishwasher at least then we would have known what we were getting into. Almost forgot the plastic on the handle cracked and fell off about a year in.<br /><br /> This has sealed the deal for us no more Whirlpool, we tried the ‚ÄúGOLD‚Äù since it should have been better right. But we just paid more for a pile of junk, we just hope it makes it a few more months when we sell the house. Worst buy ever for us..!!!",8/16/15,NEGATIVE
1945,US,19825197,R1GUOZHIJPF89M,B00K1LRDXK,660631122,"OnePurify MWF Water Filter Replacement Cartridge for Kenmore, GE, Aqua Fresh, Swift Green, Water Sentinel, Brita, Hotpoint",Major Appliances,5,0,0,N,Y,Five Stars,works great and good price,8/16/15,POSITIVE
1946,US,12503983,R16VT1DX8JSZ58,B008DK5QNU,543208421,Whirlpool Part Number 7432P136-60: IGNITER (BAKE),Major Appliances,5,0,0,N,Y,Five Stars,Great item works great,8/15/15,POSITIVE
1947,US,31655453,R1DJ9P14HAP3SR,B003MNRBFO,660179944,Samsung DV210AEW 7.3 Cu. Ft. White Stackable Electric Dryer,Major Appliances,1,0,1,N,N,Bad Bad product...DO NOT BUY SAMSUNG!,"STAY AWAY FROM SAMSUNG! Our drum also cracked ! Same defect, same place, same dryer.... They should have recalled all these dryers and they didn't. Shame!",8/15/15,NEGATIVE
1948,US,39653948,RF0V2R503WMLS,B000FRVV4W,93034891,Rotating Dishwasher Magnet by RSVP International,Major Appliances,4,1,1,N,Y,Stylish & works great,Matches my dishwasher perfectly & works great so far,8/15/15,POSITIVE
1949,US,39915046,R5ITGSW6M5UQ8,B00D1SZNO6,315917522,"Avanti RA7316PST 2-Door Apartment Size Refrigerator, Black with Platinum Finish",Major Appliances,5,0,1,N,Y,Five Stars,Arrived on time and works great!,8/15/15,POSITIVE
1950,US,20195607,R3O1DMZHKX4KQC,B00KO95RVO,767299626,Whynter Stainless Steel Cigar Cooler Humidor,Major Appliances,5,1,1,N,Y,works great. Keeps my cigars at perfect conditions,"Been running for 4 months, works great. Keeps my cigars at perfect conditions. Make sure to &#34;season&#34; the shelves with Distilled water. Just rub them with a wet cloth. It will help the Humidor get to conditions and stay.",8/15/15,POSITIVE
1951,US,42185962,R3161VGIRUCIHE,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,0,0,N,Y,Great replacement & good follow up service,"This filter works just fine in my refrigerator , replacing the more expensive GE MWF filter.  Love the customer service follow up too",8/15/15,POSITIVE
1952,US,147777,RNY9Z0Q8TL42Y,B001212DVK,418831440,LG Lre30755st 5.6 Cu. Ft. Electric Range With 5 Elements Convection Bake/roast Warming Drawer Stainless Steel,Major Appliances,2,0,1,N,N,Not only is this range a piece of crap the microwave and dishwasher we purchased on LG products ...,"Once again experiencing issues with this LG Oven, first it was less than a year old ceramic heater element fails,2nd was the oven door seal leaking, 3rd oven broiler element exploded and had to be replaced. (now mind you this all happened with the first three and 1/2 years. Now the GD key pad is not functioning for the oven.  Not only is this range a piece of crap the microwave and dishwasher we purchased on LG products all have been replaced average 2.5 years.",8/15/15,NEGATIVE
1953,US,821628,RP0J7KKD8U3XW,B00GH0EWP6,555946182,"Golden Vantage Stainless Steel 30"" Euro Style Wall Mount Range Hood LED TOUCH SCREEN W/Baffle Filter GV-H703C-B30",Major Appliances,5,0,0,N,Y,Great price,I am very happy with this product and at a great price,8/15/15,POSITIVE
1954,US,37153153,RGGR105UIS3Q1,B006LZQZPW,485798707,"Defrost Heater for General Electric Hotpoint Wr51x10055 (1, Defrost)",Major Appliances,5,0,0,N,Y,Five Stars,Worked perfectly. Very fast shipping.,8/15/15,POSITIVE
1955,US,31939835,R15MNSM2WEA898,B00IVO8450,275722801,"Whirlpool Part Number 3366877: Dog, Agitator Clutch",Major Appliances,5,0,0,N,Y,Five Stars,"OEM was a perfect fit, arrived on time, would buy again.",8/15/15,POSITIVE
1956,US,11450304,R28X10XPLS1CA8,B00EPF5EFM,488011745,LAO1781 - LAMBRO 1781 Washing Machine Tray (Oversized),Major Appliances,3,1,1,N,Y,Three Stars,Does the job but is a bit shallow,8/15/15,MIXED
1957,US,249551,RE2FGMNW86J88,B00HZRJVCO,195557176,"Electric Small Mini Portable Compact Washer Washing Machine 110V, 9LB Capacity",Major Appliances,5,0,0,N,Y,Lifesaver! Wish I had thought to look when my ...,Lifesaver! Wish I had thought to look when my daughter was a baby! Unfortunately doesn't spin excess water out of clothes but does an exceptional job cleaning them,8/15/15,POSITIVE
1958,US,257282,R2A7MLYO8E9Y6C,B003T60UDY,451476261,"Samsung RF197 18 Cubic Foot French Door Refrigerator with 3 Doors and Integrated Water & Ice,",Major Appliances,5,0,0,N,N,Samsung French door fridge white,Why does fridge door buzz real loud every now the then it's level,8/15/15,NEUTRAL
1959,US,29984142,R1Q2MCTEU8MYYU,B000PKYXLC,6469875,Maytag MFI2568AES MFI2568AES Stainless French Door Refrigerator,Major Appliances,1,0,0,N,N,Very disappointed overall.,"We've had this fridge for about 7 years, and it's falling apart. The drawer supports broke about 2 years ago, the cover on the large pull-out drawer for platters pops off every time you open the drawer, and the trim is peeling off the drawers. Last week the freezer handle broke off on one side. We are a family of four and are not hard on our refrigerator. For what we paid for this item, I'd expect way more durability. At least it still cools. Very disappointed overall.",8/15/15,NEGATIVE
1960,US,17061434,R2UA2NYMXCQGRT,B00HP39ZHO,765893056,"R410A Refrigerant Refill Kit (Includes Canister, Hose for 5/16 in Connection and Gauge)",Major Appliances,5,1,1,N,Y,Five Stars,Easy to use.,8/15/15,POSITIVE
1961,US,9882596,R3LFEOBU2JPWL2,B00KD5CCZ8,425600013,"NewAir AI-100R 28-Pound Portable Icemaker, Red",Major Appliances,5,0,0,N,Y,We use this more than the ice maker in the freezer,This machine is great. We placed an oriole sticker on it!,8/15/15,POSITIVE
1962,US,4573413,R1O1JHO28XWKAD,B00D8LNEKQ,595431999,4681EA2001N Genuine LG Factory Original Washer Water Drain Pump,Major Appliances,5,0,0,N,Y,Five Stars,Excellent,8/15/15,POSITIVE
1963,US,25793586,R2NS8UL00DNZQD,B00KJ07SEM,313983847,GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,Major Appliances,5,1,1,N,Y,As advertised,Seems to be working great so far.,8/15/15,POSITIVE
1964,US,52468290,RSLXCCQ0YGM9Y,B007US16WG,388005347,Affresh Bundle - Dishwasher/Disposal Cleaner Tablets 6 count (3 Pack),Major Appliances,4,0,0,N,Y,Four Stars,works as advertised.,8/15/15,POSITIVE
1965,US,47287508,R3HNKO7DVIT69D,B0002EALT4,966091971,Guinness Refrigerator Conversion Kit,Major Appliances,5,1,1,N,Y,Awesome!,This set is high quality and pours a perfect pint of Guinness!,8/15/15,POSITIVE
1966,US,10201544,R3O51BQVW9OZN,B010OY5TQQ,682791321,"Eureka 30"" Wall Mounted Glass Stainless Steel Range Hood Vent Hood",Major Appliances,5,8,8,N,Y,VERY HAPPY,"Great fan. Quiet. Looks fabulous. Came with incorrect instruction booklet. Fortunately does not take a rocket scientist to install.  Also no means of getting electric cord out of the flew casing. Only works on ceilings up to 8 feet, unless you are willing to mount higher than they suggest.",8/15/15,POSITIVE
